avg(CAST(Trades AS DOUBLE)),Ticker,Exchange
1.0508474576271187,DEUS,Bats-Y
7.024390243902439,DEUS,Arca
0.0,DEUS,CHX
1.125,DEUS,Boston
1.1170212765957446,DEW,Boston
6.150406504065041,DEW,Arca
1.1581196581196582,DEW,Bats-Y
0.2222222222222222,DEW,Phlx
0.9051724137931034,DEW,Edge-A
2.682926829268293,DEW,Edge-X
1.8326530612244898,DEW,Nasdaq
1.6666666666666667,DEW,Bats-Z
1803.5901639344263,DF,NYSE
1.4298245614035088,DF,NSX
526.1918367346939,DF,Edge-A
923.6530612244898,DF,Bats-Y
0.3130434782608696,DF,CHX
1966.5819672131147,DF,Nasdaq
1304.5714285714287,DF,Arca
132.4,DF,Phlx
875.5469387755102,DF,Edge-X
1227.4857142857143,DF,Bats-Z
551.6081632653061,DF,Boston
0.6880733944954128,DFBG,Phlx
1.497737556561086,DFBG,Boston
11.85022026431718,DFBG,Edge-X
21.04424778761062,DFBG,Nasdaq
8.726872246696034,DFBG,Arca
1.4292035398230087,DFBG,Edge-A
2.8230088495575223,DFBG,Bats-Y
3.9295154185022025,DFBG,Bats-Z
0.0,DFBG,CHX
46.97560975609756,DFE,Edge-X
29.8739837398374,DFE,Bats-Z
33.300813008130085,DFE,Boston
0.0,DFE,CHX
0.12244897959183673,DFE,NSX
52.31428571428572,DFE,Nasdaq
53.552845528455286,DFE,Bats-Y
22.15447154471545,DFE,Edge-A
122.6869918699187,DFE,Arca
9.752032520325203,DFE,Phlx
0.25,DFFN,Bats-Z
0.0,DFFN,Edge-A
0.16666666666666666,DFFN,Arca
0.8214285714285714,DFFN,Edge-X
2.0,DFFN,Nasdaq
0.25,DFFN,Bats-Y
503.60714285714283,DFIN,Nasdaq
109.44642857142857,DFIN,Edge-A
233.5,DFIN,Bats-Z
0.20454545454545456,DFIN,CHX
105.78571428571429,DFIN,Bats-Y
323.73214285714283,DFIN,Arca
1.02,DFIN,NSX
19.821428571428573,DFIN,Phlx
333.75,DFIN,Edge-X
593.3571428571429,DFIN,NYSE
121.73214285714286,DFIN,Boston
13.012195121951219,DFJ,Edge-X
0.0,DFJ,CHX
1.2032520325203253,DFJ,Phlx
8.402439024390244,DFJ,Boston
51.13821138211382,DFJ,Arca
0.9166666666666666,DFJ,NSX
13.216326530612244,DFJ,Nasdaq
8.833333333333334,DFJ,Bats-Z
6.296747967479675,DFJ,Edge-A
17.540650406504064,DFJ,Bats-Y
89.48979591836735,DFRG,Edge-X
0.2631578947368421,DFRG,CHX
111.60408163265306,DFRG,Bats-Z
38.477551020408164,DFRG,Edge-A
119.18775510204081,DFRG,Bats-Y
444.42622950819674,DFRG,Nasdaq
70.86122448979592,DFRG,Boston
12.240816326530613,DFRG,Phlx
136.16326530612244,DFRG,Arca
0.08080808080808081,DFRG,NSX
5358.709016393443,DFS,Nasdaq
1311.5020408163266,DFS,Bats-Y
723.1591836734694,DFS,Boston
0.16517857142857142,DFS,CHX
2861.3102040816325,DFS,Bats-Z
4058.532786885246,DFS,NYSE
1.761467889908257,DFS,NSX
234.8734693877551,DFS,Phlx
1945.404081632653,DFS,Arca
1759.738775510204,DFS,Edge-X
891.138775510204,DFS,Edge-A
2.4192139737991267,DG,NSX
0.3157894736842105,DG,CHX
1066.1551020408162,DG,Boston
5345.811475409836,DG,Nasdaq
2159.7102040816326,DG,Bats-Z
1756.4448979591837,DG,Edge-X
4293.225409836065,DG,NYSE
1081.6530612244899,DG,Bats-Y
712.3673469387755,DG,Edge-A
209.4938775510204,DG,Phlx
2523.734693877551,DG,Arca
0.7238095238095238,DGAS,Phlx
0.07692307692307693,DGAS,CHX
19.03265306122449,DGAS,Arca
10.710204081632654,DGAS,Edge-X
6.285714285714286,DGAS,Bats-Y
53.98770491803279,DGAS,Nasdaq
12.612244897959183,DGAS,Bats-Z
0.0,DGAS,NSX
4.088888888888889,DGAS,Boston
3.0163934426229506,DGAS,Edge-A
728.5081967213115,DGI,NYSE
241.39183673469387,DGI,Bats-Y
24.824489795918367,DGI,Phlx
0.24017467248908297,DGI,CHX
232.94285714285715,DGI,Edge-X
0.1834862385321101,DGI,NSX
340.6734693877551,DGI,Arca
147.5795918367347,DGI,Boston
378.869387755102,DGI,Bats-Z
125.28163265306122,DGI,Edge-A
817.155737704918,DGI,Nasdaq
26.179591836734694,DGICA,Bats-Z
29.31020408163265,DGICA,Arca
0.0,DGICA,CHX
5.146938775510204,DGICA,Edge-A
12.10204081632653,DGICA,Bats-Y
80.80737704918033,DGICA,Nasdaq
0.43564356435643564,DGICA,Phlx
29.955102040816328,DGICA,Edge-X
7.636734693877551,DGICA,Boston
0.05128205128205128,DGICB,Bats-Y
0.0,DGICB,CHX
1.1261682242990654,DGICB,Arca
0.41975308641975306,DGICB,Edge-X
0.04405286343612335,DGICB,Edge-A
0.1673469387755102,DGICB,Bats-Z
0.25,DGICB,Phlx
0.0,DGICB,NSX
1.2950819672131149,DGICB,Nasdaq
0.0472972972972973,DGICB,Boston
19.644897959183673,DGII,Edge-A
5.281632653061225,DGII,Phlx
61.50612244897959,DGII,Bats-Z
59.90204081632653,DGII,Boston
85.85306122448979,DGII,Bats-Y
0.0,DGII,CHX
258.04918032786884,DGII,Nasdaq
65.00408163265305,DGII,Edge-X
77.22857142857143,DGII,Arca
0.06451612903225806,DGII,NSX
14.353658536585366,DGL,Edge-X
5.747967479674797,DGL,Edge-A
27.910569105691057,DGL,Bats-Y
29.971544715447155,DGL,Boston
27.56910569105691,DGL,Arca
0.5330578512396694,DGL,CHX
0.0,DGL,NSX
15.273469387755101,DGL,Nasdaq
1.1310043668122272,DGL,Phlx
17.056910569105693,DGL,Bats-Z
19.84081632653061,DGLY,Edge-A
0.14285714285714285,DGLY,CHX
84.28163265306122,DGLY,Edge-X
134.12704918032787,DGLY,Nasdaq
90.93877551020408,DGLY,Arca
14.840816326530613,DGLY,Boston
27.30204081632653,DGLY,Bats-Y
46.83673469387755,DGLY,Bats-Z
0.11764705882352941,DGLY,NSX
1.9053497942386832,DGLY,Phlx
1.5836909871244635,DGRE,Bats-Y
0.36,DGRE,Phlx
0.0,DGRE,CHX
2.207692307692308,DGRE,Boston
0.0,DGRE,NSX
1.0218340611353711,DGRE,Edge-A
2.703252032520325,DGRE,Arca
3.747967479674797,DGRE,Edge-X
4.930612244897959,DGRE,Nasdaq
1.9552845528455285,DGRE,Bats-Z
25.772357723577237,DGRO,Bats-Y
1.236734693877551,DGRO,Phlx
34.39430894308943,DGRO,Arca
0.0,DGRO,NSX
19.73061224489796,DGRO,Nasdaq
16.5,DGRO,Edge-A
20.79268292682927,DGRO,Boston
0.09523809523809523,DGRO,CHX
17.150406504065042,DGRO,Bats-Z
17.508130081300813,DGRO,Edge-X
1.3902439024390243,DGRS,Edge-A
0.0,DGRS,CHX
1.0,DGRS,Phlx
3.6016260162601625,DGRS,Arca
1.2723577235772359,DGRS,Bats-Y
2.8252032520325203,DGRS,Bats-Z
4.179591836734694,DGRS,Nasdaq
1.048780487804878,DGRS,Boston
4.09349593495935,DGRS,Edge-X
0.045454545454545456,DGRW,NSX
26.43673469387755,DGRW,Nasdaq
12.804878048780488,DGRW,Bats-Z
16.191056910569106,DGRW,Edge-X
13.711382113821138,DGRW,Arca
19.739837398373982,DGRW,Boston
14.495934959349594,DGRW,Bats-Y
0.0,DGRW,CHX
11.617886178861788,DGRW,Edge-A
1.0853658536585367,DGRW,Phlx
22.776422764227643,DGS,Edge-X
14.097560975609756,DGS,Bats-Z
2.7357723577235773,DGS,Phlx
68.0609756097561,DGS,Arca
10.776422764227643,DGS,Edge-A
0.0,DGS,CHX
19.349593495934958,DGS,Boston
48.613821138211385,DGS,Bats-Y
4.540983606557377,DGS,NSX
27.518367346938774,DGS,Nasdaq
2.2448979591836733,DGSE,Bats-Z
2.518828451882845,DGSE,Nasdaq
0.648936170212766,DGSE,Boston
0.539906103286385,DGSE,Bats-Y
1.4375,DGSE,Phlx
0.125,DGSE,CHX
4.016326530612245,DGSE,Edge-X
1.3080568720379147,DGSE,Edge-A
9.545454545454545,DGSE,Amex
2.473469387755102,DGSE,Arca
0.7795918367346939,DGT,Nasdaq
0.7166666666666667,DGT,Boston
2.1504065040650406,DGT,Bats-Z
0.47368421052631576,DGT,Phlx
0.9105691056910569,DGT,Edge-X
0.8050847457627118,DGT,Bats-Y
2.434959349593496,DGT,Arca
0.0,DGT,CHX
0.6508620689655172,DGT,Edge-A
1167.4,DGX,Arca
647.1755102040817,DGX,Edge-X
2432.1393442622953,DGX,Nasdaq
2107.811475409836,DGX,NYSE
474.71836734693875,DGX,Boston
0.5132743362831859,DGX,NSX
55.779591836734696,DGX,Phlx
250.21632653061224,DGX,Edge-A
0.07657657657657657,DGX,CHX
532.0367346938775,DGX,Bats-Y
834.6693877551021,DGX,Bats-Z
4139.241803278688,DHI,NYSE
315.6408163265306,DHI,Phlx
2960.3020408163266,DHI,Bats-Z
2.3903508771929824,DHI,NSX
1084.6244897959184,DHI,Edge-A
5645.045081967213,DHI,Nasdaq
1102.9755102040817,DHI,Boston
0.7520661157024794,DHI,CHX
2615.7224489795917,DHI,Arca
2230.522448979592,DHI,Bats-Y
2040.869387755102,DHI,Edge-X
51.84836065573771,DHIL,Nasdaq
4.681632653061224,DHIL,Boston
1.9586776859504131,DHIL,CHX
10.542857142857143,DHIL,Arca
12.159183673469387,DHIL,Edge-X
12.2,DHIL,Bats-Y
0.536697247706422,DHIL,Phlx
0.4,DHIL,NSX
17.518367346938774,DHIL,Bats-Z
2.710204081632653,DHIL,Edge-A
714.8938775510204,DHR,Boston
4295.9672131147545,DHR,Nasdaq
0.25,DHR,CHX
1513.6489795918367,DHR,Edge-X
1118.930612244898,DHR,Bats-Y
2221.248979591837,DHR,Bats-Z
4539.348360655737,DHR,NYSE
164.37551020408162,DHR,Phlx
2.109170305676856,DHR,NSX
2196.624489795918,DHR,Arca
689.1591836734694,DHR,Edge-A
0.0,DHS,CHX
9.483739837398375,DHS,Boston
6.121951219512195,DHS,Bats-Z
13.84959349593496,DHS,Edge-X
33.27642276422764,DHS,Arca
8.34959349593496,DHS,Edge-A
0.15918367346938775,DHS,Phlx
11.359183673469389,DHS,Nasdaq
0.2,DHS,NSX
12.739837398373984,DHS,Bats-Y
15.658536585365853,DHVW,Arca
5.288617886178862,DHVW,Edge-A
3.321138211382114,DHVW,Bats-Z
4.975609756097561,DHVW,Boston
0.0,DHVW,NSX
4.504065040650406,DHVW,Edge-X
5.0772357723577235,DHVW,Bats-Y
0.0,DHVW,Phlx
2.914285714285714,DHVW,Nasdaq
0.0,DHVW,CHX
18.248979591836736,DHX,Phlx
151.4326530612245,DHX,Arca
373.6024590163934,DHX,NYSE
0.06043956043956044,DHX,NSX
150.50204081632654,DHX,Bats-Z
114.19591836734693,DHX,Edge-X
200.22448979591837,DHX,Bats-Y
141.46938775510205,DHX,Boston
284.91803278688525,DHX,Nasdaq
88.58775510204082,DHX,Edge-A
0.11904761904761904,DHX,CHX
0.0,DI,NSX
0.8612244897959184,DI,Nasdaq
2.459349593495935,DI,Arca
0.02976190476190476,DI,Phlx
0.994535519125683,DI,Bats-Y
0.5634517766497462,DI,Edge-A
0.7560975609756098,DI,Bats-Z
0.8774193548387097,DI,Boston
0.6382113821138211,DI,Edge-X
5394.828571428571,DIA,Nasdaq
678.150406504065,DIA,Edge-A
5229.727642276423,DIA,Arca
2713.0650406504064,DIA,Edge-X
703.3211382113822,DIA,Phlx
4138.134146341464,DIA,Bats-Z
749.6382113821138,DIA,Bats-Y
297.1056910569106,DIA,Boston
353.6056910569106,DIA,CHX
2.4710743801652892,DIA,NSX
190.04065040650406,DIG,Edge-X
11.788617886178862,DIG,Phlx
32.52845528455285,DIG,Boston
0.0,DIG,NSX
0.0,DIG,CHX
125.6910569105691,DIG,Bats-Z
83.86585365853658,DIG,Bats-Y
230.22764227642276,DIG,Arca
15.983739837398375,DIG,Edge-A
210.02448979591836,DIG,Nasdaq
1.3373983739837398,DIM,Bats-Z
2.146938775510204,DIM,Nasdaq
3.369918699186992,DIM,Edge-X
2.2294372294372296,DIM,Bats-Y
1.5909090909090908,DIM,Phlx
0.0,DIM,CHX
0.0,DIM,NSX
1.1008771929824561,DIM,Edge-A
9.130081300813009,DIM,Arca
1.9313725490196079,DIM,Boston
37.76734693877551,DIN,Edge-A
0.037037037037037035,DIN,CHX
13.375510204081632,DIN,Phlx
84.92244897959183,DIN,Boston
115.90612244897959,DIN,Bats-Y
306.0816326530612,DIN,Arca
372.922131147541,DIN,NYSE
125.2734693877551,DIN,Edge-X
370.3155737704918,DIN,Nasdaq
0.1419753086419753,DIN,NSX
127.46530612244898,DIN,Bats-Z
127.51428571428572,DIOD,Arca
14.146938775510204,DIOD,Phlx
544.4631147540983,DIOD,Nasdaq
0.009433962264150943,DIOD,NSX
40.38367346938775,DIOD,Edge-A
135.31836734693877,DIOD,Edge-X
0.07692307692307693,DIOD,CHX
98.59183673469387,DIOD,Bats-Z
104.49795918367347,DIOD,Bats-Y
68.34693877551021,DIOD,Boston
4097.7673469387755,DIS,Edge-X
4814.175510204082,DIS,Arca
1623.057142857143,DIS,Boston
4438.816326530612,DIS,Bats-Z
9479.274590163934,DIS,NYSE
9166.602459016394,DIS,Nasdaq
506.2612244897959,DIS,Phlx
1485.6897959183673,DIS,Edge-A
2144.069387755102,DIS,Bats-Y
6.632478632478633,DIS,NSX
0.8114754098360656,DIS,CHX
6918.524590163935,DISCA,Nasdaq
4.530434782608696,DISCA,NSX
2875.004081632653,DISCA,Arca
2613.9795918367345,DISCA,Edge-X
1711.9877551020409,DISCA,Bats-Y
503.9265306122449,DISCA,Phlx
1174.857142857143,DISCA,Boston
1166.334693877551,DISCA,Edge-A
3017.877551020408,DISCA,Bats-Z
0.4,DISCA,CHX
0.5,DISCB,Phlx
0.00819672131147541,DISCB,Edge-A
0.11836734693877551,DISCB,Bats-Z
0.6297872340425532,DISCB,Arca
0.0,DISCB,Boston
1.3852459016393444,DISCB,Nasdaq
0.10612244897959183,DISCB,Edge-X
0.020491803278688523,DISCB,Bats-Y
1741.0367346938776,DISCK,Edge-X
816.0040816326531,DISCK,Edge-A
814.3673469387755,DISCK,Bats-Y
4635.991803278688,DISCK,Nasdaq
1881.7673469387755,DISCK,Bats-Z
1.0572687224669604,DISCK,NSX
562.9510204081632,DISCK,Boston
0.24166666666666667,DISCK,CHX
2045.2,DISCK,Arca
312.46122448979594,DISCK,Phlx
805.138775510204,DISH,Bats-Y
1429.4408163265307,DISH,Edge-X
724.2367346938776,DISH,Boston
1849.3224489795919,DISH,Bats-Z
519.1632653061224,DISH,Edge-A
0.27350427350427353,DISH,CHX
2321.8,DISH,Arca
6816.106557377049,DISH,Nasdaq
2.3217391304347825,DISH,NSX
240.0448979591837,DISH,Phlx
0.24444444444444444,DIT,CHX
6.201923076923077,DIT,Amex
1.5285714285714285,DIT,Arca
4.35,DIT,Nasdaq
0.5497630331753555,DIT,Bats-Y
0.06060606060606061,DIT,Phlx
0.26570048309178745,DIT,Edge-A
0.08333333333333333,DIT,NSX
0.49795918367346936,DIT,Bats-Z
1.1673469387755102,DIT,Edge-X
0.4925373134328358,DIT,Boston
5.727642276422764,DIV,Edge-A
9.816326530612244,DIV,Nasdaq
0.6968325791855203,DIV,Phlx
4.975609756097561,DIV,Bats-Z
10.800813008130081,DIV,Bats-Y
0.0,DIV,CHX
4.495934959349594,DIV,Boston
14.800813008130081,DIV,Edge-X
0.25,DIV,NSX
27.74390243902439,DIV,Arca
0.5387755102040817,DIVA,Bats-Z
0.4105691056910569,DIVA,Arca
0.1951219512195122,DIVA,Phlx
0.25,DIVA,Boston
0.7918367346938775,DIVA,Nasdaq
0.1016260162601626,DIVA,Edge-A
0.34285714285714286,DIVA,Edge-X
0.0,DIVA,CHX
0.0,DIVA,NSX
0.22040816326530613,DIVA,Bats-Y
1.0,DIVI,Phlx
0.3662551440329218,DIVI,Bats-Y
1.008130081300813,DIVI,Arca
0.0,DIVI,NSX
0.2073170731707317,DIVI,Bats-Z
0.17551020408163265,DIVI,Nasdaq
0.16260162601626016,DIVI,Edge-A
0.0,DIVI,CHX
0.3333333333333333,DIVI,Edge-X
0.21810699588477367,DIVI,Boston
5.337662337662338,DIVY,Boston
7.373983739837398,DIVY,Arca
2.676470588235294,DIVY,Bats-Z
0.32142857142857145,DIVY,Phlx
2.1814159292035398,DIVY,Edge-A
0.0,DIVY,NSX
0.8674033149171271,DIVY,Bats-Y
2.195918367346939,DIVY,Nasdaq
0.0,DIVY,CHX
2.291845493562232,DIVY,Edge-X
0.5294117647058824,DJCO,Phlx
23.4672131147541,DJCO,Nasdaq
0.5843621399176955,DJCO,Edge-A
3.2979591836734694,DJCO,Edge-X
1.5537190082644627,DJCO,CHX
0.518796992481203,DJCO,NSX
3.3755102040816327,DJCO,Arca
1.1183673469387756,DJCO,Bats-Y
26.918367346938776,DJCO,Bats-Z
0.7791411042944786,DJCO,Boston
1.0,DJD,Bats-Y
2.967479674796748,DJD,Arca
0.23236514522821577,DJD,Nasdaq
0.1411764705882353,DJD,Bats-Z
0.6578947368421053,DJD,Edge-X
0.2892561983471074,DJD,Edge-A
1.0,DJD,Boston
0.0,DJD,Phlx
1505.97131147541,DK,Nasdaq
905.4857142857143,DK,Bats-Z
797.0163265306122,DK,Arca
89.48571428571428,DK,Phlx
0.6754385964912281,DK,NSX
311.14285714285717,DK,Edge-A
292.1714285714286,DK,Boston
560.3551020408163,DK,Bats-Y
671.4775510204082,DK,Edge-X
0.05508474576271186,DK,CHX
2147.9262295081967,DK,NYSE
3115.2336065573772,DKS,NYSE
0.09871244635193133,DKS,CHX
541.1510204081633,DKS,Boston
134.82448979591837,DKS,Phlx
3100.2745901639346,DKS,Nasdaq
1156.873469387755,DKS,Edge-X
747.9795918367347,DKS,Bats-Y
1695.2816326530613,DKS,Arca
1364.0,DKS,Bats-Z
455.4,DKS,Edge-A
1.6784140969162995,DKS,NSX
46.72950819672131,DLA,Nasdaq
0.0,DLA,CHX
0.5,DLA,NSX
7.779816513761468,DLA,Boston
10.4,DLA,Bats-Y
4.644897959183673,DLA,Edge-A
32.75,DLA,Amex
24.522448979591836,DLA,Edge-X
57.97959183673469,DLA,Arca
25.346938775510203,DLA,Bats-Z
0.625,DLA,Phlx
191.58367346938775,DLB,Bats-Y
175.24489795918367,DLB,Boston
0.05309734513274336,DLB,NSX
90.11020408163266,DLB,Edge-A
912.889344262295,DLB,Nasdaq
0.03896103896103896,DLB,CHX
341.2938775510204,DLB,Bats-Z
409.1469387755102,DLB,Arca
684.8565573770492,DLB,NYSE
26.31020408163265,DLB,Phlx
238.9877551020408,DLB,Edge-X
11.155737704918034,DLHC,Nasdaq
5.420408163265306,DLHC,Edge-X
0.0,DLHC,CHX
0.5898617511520737,DLHC,Boston
0.21658986175115208,DLHC,Phlx
4.865306122448979,DLHC,Arca
1.070539419087137,DLHC,Bats-Y
0.33195020746887965,DLHC,Edge-A
2.3387755102040817,DLHC,Bats-Z
9.15040650406504,DLN,Edge-A
34.7520325203252,DLN,Arca
12.58130081300813,DLN,Boston
0.0,DLN,CHX
23.542857142857144,DLN,Nasdaq
13.004065040650406,DLN,Edge-X
14.678861788617887,DLN,Bats-Y
0.4214876033057851,DLN,Phlx
10.040650406504065,DLN,Bats-Z
0.0,DLN,NSX
12.971544715447154,DLS,Boston
1.6544715447154472,DLS,Phlx
14.489795918367347,DLS,Nasdaq
7.239837398373984,DLS,Edge-A
11.292682926829269,DLS,Edge-X
46.2520325203252,DLS,Arca
1.66,DLS,NSX
5.097560975609756,DLS,Bats-Z
0.0,DLS,CHX
24.83739837398374,DLS,Bats-Y
0.06382978723404255,DLTH,CHX
0.048,DLTH,NSX
150.9142857142857,DLTH,Arca
16.99591836734694,DLTH,Phlx
62.70204081632653,DLTH,Bats-Y
146.41224489795917,DLTH,Bats-Z
137.66530612244898,DLTH,Edge-X
575.2540983606557,DLTH,Nasdaq
33.857142857142854,DLTH,Edge-A
68.44081632653061,DLTH,Boston
886.3836734693878,DLTR,Bats-Y
1.3695652173913044,DLTR,NSX
200.68163265306123,DLTR,Phlx
7790.61475409836,DLTR,Nasdaq
493.6857142857143,DLTR,Edge-A
2142.9510204081635,DLTR,Bats-Z
2841.387755102041,DLTR,Arca
1751.9510204081632,DLTR,Edge-X
878.7714285714286,DLTR,Boston
0.1222707423580786,DLTR,CHX
148.81632653061226,DLX,Edge-X
15.204081632653061,DLX,Phlx
650.3237704918033,DLX,NYSE
0.04046242774566474,DLX,CHX
142.0857142857143,DLX,Bats-Y
166.76326530612246,DLX,Bats-Z
0.31693989071038253,DLX,NSX
354.74285714285713,DLX,Arca
112.48571428571428,DLX,Boston
50.559183673469384,DLX,Edge-A
517.5655737704918,DLX,Nasdaq
0.0,DMD,NSX
29.287037037037038,DMD,Arca
0.0,DMD,CHX
23.14351851851852,DMD,Bats-Z
13.574074074074074,DMD,Edge-A
15.62037037037037,DMD,Boston
63.51162790697674,DMD,NYSE
19.712962962962962,DMD,Edge-X
15.11111111111111,DMD,Bats-Y
0.7370892018779343,DMD,Phlx
34.669767441860465,DMD,Nasdaq
58.921052631578945,DMND,Edge-A
317.07894736842104,DMND,Edge-X
1017.2307692307693,DMND,Nasdaq
230.0,DMND,Arca
198.92105263157896,DMND,Bats-Z
0.0,DMND,CHX
84.57894736842105,DMND,Boston
0.0,DMND,NSX
21.07894736842105,DMND,Phlx
131.21052631578948,DMND,Bats-Y
11.719298245614034,DMPI,Arca
24.849557522123895,DMPI,Nasdaq
1.8495575221238938,DMPI,Edge-A
2.1904761904761907,DMPI,Phlx
17.649122807017545,DMPI,Edge-X
5.885964912280702,DMPI,Bats-Z
2.989795918367347,DMPI,Boston
0.0,DMPI,CHX
2.732142857142857,DMPI,Bats-Y
62.99183673469388,DMRC,Arca
64.22857142857143,DMRC,Edge-X
30.653061224489797,DMRC,Boston
40.27755102040816,DMRC,Bats-Z
13.187755102040816,DMRC,Edge-A
51.73877551020408,DMRC,Bats-Y
230.63114754098362,DMRC,Nasdaq
4.786885245901639,DMRC,Phlx
0.0,DMRC,CHX
0.0,DMRC,NSX
1.873469387755102,DMTX,Phlx
35.51020408163265,DMTX,Bats-Z
135.43852459016392,DMTX,Nasdaq
27.677551020408163,DMTX,Boston
29.428571428571427,DMTX,Edge-X
0.0,DMTX,NSX
27.428571428571427,DMTX,Bats-Y
13.616326530612245,DMTX,Edge-A
57.98367346938775,DMTX,Arca
0.6842105263157895,DMTX,CHX
48.310204081632655,DNAI,Boston
0.10679611650485436,DNAI,NSX
324.70081967213116,DNAI,Nasdaq
57.64489795918367,DNAI,Edge-A
133.19591836734693,DNAI,Bats-Z
0.25806451612903225,DNAI,CHX
100.30204081632652,DNAI,Bats-Y
194.07755102040815,DNAI,Edge-X
10.408163265306122,DNAI,Phlx
151.29795918367347,DNAI,Arca
122.95918367346938,DNB,Boston
142.95102040816326,DNB,Edge-X
810.266393442623,DNB,Nasdaq
0.30726256983240224,DNB,NSX
56.83265306122449,DNB,Edge-A
182.08163265306123,DNB,Bats-Z
0.08450704225352113,DNB,CHX
164.27755102040817,DNB,Bats-Y
530.2008196721312,DNB,NYSE
15.363265306122448,DNB,Phlx
297.81632653061223,DNB,Arca
2.192622950819672,DNBF,Arca
0.0,DNBF,NSX
0.5836734693877551,DNBF,Bats-Z
6.147540983606557,DNBF,Nasdaq
0.23469387755102042,DNBF,Phlx
0.16666666666666666,DNBF,CHX
0.8708133971291866,DNBF,Bats-Y
0.5071090047393365,DNBF,Edge-A
1.457142857142857,DNBF,Edge-X
0.4745762711864407,DNBF,Boston
431.28163265306125,DNKN,Boston
1479.5265306122449,DNKN,Arca
158.14285714285714,DNKN,Phlx
372.72244897959183,DNKN,Edge-A
1080.2081632653062,DNKN,Bats-Z
1048.2122448979592,DNKN,Edge-X
1.5726872246696035,DNKN,NSX
0.1589958158995816,DNKN,CHX
586.7551020408164,DNKN,Bats-Y
3998.3524590163934,DNKN,Nasdaq
2.2804878048780486,DNL,Edge-X
5.345528455284553,DNL,Arca
0.3333333333333333,DNL,Phlx
0.8333333333333334,DNL,Boston
1.910204081632653,DNL,Nasdaq
1.0478468899521531,DNL,Edge-A
1.4166666666666667,DNL,Bats-Y
0.0,DNL,CHX
2.0813008130081303,DNL,Bats-Z
858.3469387755102,DNOW,Bats-Z
534.0244897959184,DNOW,Edge-X
1735.7459016393443,DNOW,NYSE
88.98775510204082,DNOW,Phlx
0.20175438596491227,DNOW,NSX
1406.0368852459017,DNOW,Nasdaq
359.1877551020408,DNOW,Edge-A
557.4612244897959,DNOW,Bats-Y
790.7836734693877,DNOW,Arca
0.20164609053497942,DNOW,CHX
306.39591836734695,DNOW,Boston
2.2920353982300883,DNR,NSX
1741.3469387755101,DNR,Edge-A
1856.1102040816327,DNR,Boston
2303.9836065573772,DNR,NYSE
2922.9631147540986,DNR,Nasdaq
3604.7551020408164,DNR,Bats-Y
2239.469387755102,DNR,Arca
8.392070484581497,DNR,CHX
2927.6204081632654,DNR,Bats-Z
2546.85306122449,DNR,Edge-X
467.1877551020408,DNR,Phlx
1563.0816326530612,DO,Bats-Y
895.2938775510204,DO,Edge-A
1699.7469387755102,DO,Arca
0.2807017543859649,DO,CHX
2084.25306122449,DO,Bats-Z
2011.057142857143,DO,Edge-X
2.9473684210526314,DO,NSX
196.08979591836734,DO,Phlx
4014.590163934426,DO,Nasdaq
3496.8237704918033,DO,NYSE
771.0285714285715,DO,Boston
47.56910569105691,DOG,Phlx
146.8861788617886,DOG,Bats-Y
41.39837398373984,DOG,Boston
0.029411764705882353,DOG,NSX
8.447154471544716,DOG,CHX
148.96747967479675,DOG,Edge-X
90.20325203252033,DOG,Edge-A
137.5121951219512,DOG,Bats-Z
244.8617886178862,DOG,Arca
168.17551020408163,DOG,Nasdaq
0.0,DOL,NSX
2.7755102040816326,DOL,Edge-A
6.41869918699187,DOL,Bats-Y
0.0,DOL,CHX
4.276422764227642,DOL,Boston
5.844897959183673,DOL,Nasdaq
18.784552845528456,DOL,Arca
4.126016260162602,DOL,Bats-Z
7.430894308943089,DOL,Edge-X
0.9037037037037037,DOL,Phlx
0.5785123966942148,DON,Phlx
0.0,DON,NSX
0.0,DON,CHX
17.857723577235774,DON,Edge-A
22.089430894308943,DON,Bats-Y
52.34552845528455,DON,Arca
20.922764227642276,DON,Edge-X
14.577235772357724,DON,Bats-Z
16.61382113821138,DON,Boston
24.56734693877551,DON,Nasdaq
2.727272727272727,DOO,Boston
0.5079365079365079,DOO,Phlx
0.0,DOO,CHX
16.475609756097562,DOO,Arca
5.695121951219512,DOO,Edge-X
7.483739837398374,DOO,Bats-Y
3.967479674796748,DOO,Bats-Z
5.56734693877551,DOO,Nasdaq
0.36363636363636365,DOO,NSX
1.763265306122449,DOO,Edge-A
144.92244897959185,DORM,Edge-X
114.06938775510204,DORM,Bats-Y
235.68571428571428,DORM,Arca
77.11020408163266,DORM,Boston
12.951020408163265,DORM,Phlx
123.17959183673469,DORM,Bats-Z
47.02857142857143,DORM,Edge-A
0.12,DORM,CHX
0.023255813953488372,DORM,NSX
807.5901639344262,DORM,Nasdaq
599.6816326530612,DOV,Bats-Y
1101.3673469387754,DOV,Bats-Z
2111.659836065574,DOV,NYSE
489.55918367346936,DOV,Boston
1464.0285714285715,DOV,Arca
0.31140350877192985,DOV,NSX
837.3632653061225,DOV,Edge-X
100.33877551020409,DOV,Phlx
1.4267782426778242,DOV,CHX
328.0816326530612,DOV,Edge-A
3628.7336065573772,DOV,Nasdaq
510.8897959183673,DOW,Phlx
2537.469387755102,DOW,Bats-Y
1560.6408163265305,DOW,Edge-A
2.6415929203539825,DOW,NSX
1467.7061224489796,DOW,Boston
